objid,class,ra,dec,ra_deg,dec_deg,nvote,p_el_debiased,p_cs_debiased,image_path,source_url
588848899920756905,spiral,13:13:42.79,-00:04:11.6,198.4282916667,-0.0698888889,52,0.023,0.957,images\spiral\588848899920756905.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=198.4282916667&dec=-0.0698888889&scale=0.396&width=256&height=256&opt=
588018253214908559,elliptical,14:55:46.52,+44:56:06.0,223.9438333333,44.9350000000,51,0.941,0.039,images\elliptical\588018253214908559.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=223.9438333333&dec=44.9350000000&scale=0.396&width=256&height=256&opt=
588015509806514365,elliptical,00:02:43.09,+00:34:19.2,0.6795416667,0.5720000000,34,0.847,0.035,images\elliptical\588015509806514365.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=0.6795416667&dec=0.5720000000&scale=0.396&width=256&height=256&opt=
587725992501969186,elliptical,16:46:56.01,+41:55:58.0,251.7333750000,41.9327777778,36,0.808,0.136,images\elliptical\587725992501969186.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=251.7333750000&dec=41.9327777778&scale=0.396&width=256&height=256&opt=
587739719768014913,uncertain,15:17:46.26,+21:40:40.1,229.4427500000,21.6778055556,35,0.8,0.029,images\uncertain\587739719768014913.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=229.4427500000&dec=21.6778055556&scale=0.396&width=256&height=256&opt=
587741709943046206,elliptical,09:25:20.06,+21:21:15.2,141.3335833333,21.3542222222,36,0.869,0.097,images\elliptical\587741709943046206.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=141.3335833333&dec=21.3542222222&scale=0.396&width=256&height=256&opt=
587739827134595311,uncertain,15:22:10.32,+19:16:58.0,230.5430000000,19.2827777778,46,0.523,0.31,images\uncertain\587739827134595311.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=230.5430000000&dec=19.2827777778&scale=0.396&width=256&height=256&opt=
588017605771526317,spiral,15:01:23.34,+38:07:07.3,225.3472500000,38.1186944444,44,0.0,1.0,images\spiral\588017605771526317.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=225.3472500000&dec=38.1186944444&scale=0.396&width=256&height=256&opt=
588017605224956036,elliptical,13:07:37.79,+44:35:25.7,196.9074583333,44.5904722222,34,0.924,0.076,images\elliptical\588017605224956036.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=196.9074583333&dec=44.5904722222&scale=0.396&width=256&height=256&opt=
587729388226871372,elliptical,12:21:00.74,+60:55:08.0,185.2530833333,60.9188888889,23,0.894,0.106,images\elliptical\587729388226871372.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=185.2530833333&dec=60.9188888889&scale=0.396&width=256&height=256&opt=
587738065659429043,uncertain,08:24:58.50,+57:04:01.9,126.2437500000,57.0671944444,66,0.696,0.244,images\uncertain\587738065659429043.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=126.2437500000&dec=57.0671944444&scale=0.396&width=256&height=256&opt=
587739829276639432,uncertain,14:33:23.63,+24:34:16.3,218.3484583333,24.5711944444,65,0.358,0.541,images\uncertain\587739829276639432.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=218.3484583333&dec=24.5711944444&scale=0.396&width=256&height=256&opt=
587733399708106826,elliptical,14:15:20.36,+52:20:45.2,213.8348333333,52.3458888889,33,1.0,0.0,images\elliptical\587733399708106826.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=213.8348333333&dec=52.3458888889&scale=0.396&width=256&height=256&opt=
587739706336084144,spiral,14:21:21.70,+25:26:52.3,215.3404166667,25.4478611111,49,0.16,0.805,images\spiral\587739706336084144.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=215.3404166667&dec=25.4478611111&scale=0.396&width=256&height=256&opt=
587732578848866385,uncertain,11:00:12.87,+07:41:02.3,165.0536250000,7.6839722222,57,0.469,0.394,images\uncertain\587732578848866385.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=165.0536250000&dec=7.6839722222&scale=0.396&width=256&height=256&opt=
587728949051850877,uncertain,10:39:04.28,+00:05:52.7,159.7678333333,0.0979722222,36,0.369,0.45,images\uncertain\587728949051850877.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=159.7678333333&dec=0.0979722222&scale=0.396&width=256&height=256&opt=
587742012742041748,uncertain,11:30:50.12,+21:05:39.9,172.7088333333,21.0944166667,28,0.472,0.379,images\uncertain\587742012742041748.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=172.7088333333&dec=21.0944166667&scale=0.396&width=256&height=256&opt=
587733423871492152,elliptical,14:24:41.58,+55:42:20.2,216.1732500000,55.7056111111,32,0.969,0.0,images\elliptical\587733423871492152.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=216.1732500000&dec=55.7056111111&scale=0.396&width=256&height=256&opt=
588017703461453928,spiral,11:04:36.47,+11:50:08.8,166.1519583333,11.8357777778,23,0.15,0.806,images\spiral\588017703461453928.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=166.1519583333&dec=11.8357777778&scale=0.396&width=256&height=256&opt=
587736584973320505,uncertain,15:46:17.74,+29:24:49.6,236.5739166667,29.4137777778,35,0.393,0.481,images\uncertain\587736584973320505.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=236.5739166667&dec=29.4137777778&scale=0.396&width=256&height=256&opt=
588017947204911194,spiral,12:24:12.60,+41:28:33.8,186.0525000000,41.4760555556,60,0.031,0.859,images\spiral\588017947204911194.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=186.0525000000&dec=41.4760555556&scale=0.396&width=256&height=256&opt=
587739708489597012,spiral,15:21:06.12,+22:58:28.7,230.2755000000,22.9746388889,53,0.037,0.919,images\spiral\587739708489597012.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=230.2755000000&dec=22.9746388889&scale=0.396&width=256&height=256&opt=
587739097521913980,elliptical,11:28:50.52,+36:40:25.9,172.2105000000,36.6738611111,20,1.0,0.0,images\elliptical\587739097521913980.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=172.2105000000&dec=36.6738611111&scale=0.396&width=256&height=256&opt=
588017569240056020,uncertain,13:05:53.37,+11:08:51.0,196.4723750000,11.1475000000,23,0.405,0.595,images\uncertain\588017569240056020.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=196.4723750000&dec=11.1475000000&scale=0.396&width=256&height=256&opt=
587729387693146253,spiral,13:19:22.85,+59:47:23.0,199.8452083333,59.7897222222,57,0.089,0.811,images\spiral\587729387693146253.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=199.8452083333&dec=59.7897222222&scale=0.396&width=256&height=256&opt=
588023668098400414,uncertain,12:19:46.00,+19:04:11.3,184.9416666667,19.0698055556,32,0.835,0.102,images\uncertain\588023668098400414.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=184.9416666667&dec=19.0698055556&scale=0.396&width=256&height=256&opt=
588011123046809754,uncertain,14:24:21.43,+58:02:10.4,216.0892916667,58.0362222222,69,0.662,0.272,images\uncertain\588011123046809754.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=216.0892916667&dec=58.0362222222&scale=0.396&width=256&height=256&opt=
588017702408487084,elliptical,14:18:13.47,+09:52:38.5,214.5561250000,9.8773611111,58,0.897,0.052,images\elliptical\588017702408487084.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=214.5561250000&dec=9.8773611111&scale=0.396&width=256&height=256&opt=
588848900439605518,spiral,10:29:24.21,+00:12:36.4,157.3508750000,0.2101111111,28,0.111,0.889,images\spiral\588848900439605518.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=157.3508750000&dec=0.2101111111&scale=0.396&width=256&height=256&opt=
588017991777124633,elliptical,15:42:53.07,+06:42:13.1,235.7211250000,6.7036388889,58,0.828,0.017,images\elliptical\588017991777124633.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=235.7211250000&dec=6.7036388889&scale=0.396&width=256&height=256&opt=
588010877685399687,spiral,12:00:22.64,+03:52:59.2,180.0943333333,3.8831111111,26,0.11,0.802,images\spiral\588010877685399687.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=180.0943333333&dec=3.8831111111&scale=0.396&width=256&height=256&opt=
587739708481798189,uncertain,14:04:59.50,+28:01:54.0,211.2479166667,28.0316666667,30,0.136,0.283,images\uncertain\587739708481798189.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=211.2479166667&dec=28.0316666667&scale=0.396&width=256&height=256&opt=
587731501336035583,elliptical,10:59:46.26,+56:48:02.9,164.9427500000,56.8008055556,62,0.9,0.066,images\elliptical\587731501336035583.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=164.9427500000&dec=56.8008055556&scale=0.396&width=256&height=256&opt=
587729386620977345,spiral,13:44:15.92,+57:55:59.9,206.0663333333,57.9333055556,23,0.087,0.913,images\spiral\587729386620977345.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=206.0663333333&dec=57.9333055556&scale=0.396&width=256&height=256&opt=
587722983897039046,uncertain,13:26:32.20,+00:28:00.6,201.6341666667,0.4668333333,65,0.296,0.531,images\uncertain\587722983897039046.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=201.6341666667&dec=0.4668333333&scale=0.396&width=256&height=256&opt=
588295840176996460,spiral,12:18:08.10,+48:45:00.0,184.5337500000,48.7500000000,40,0.047,0.858,images\spiral\588295840176996460.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=184.5337500000&dec=48.7500000000&scale=0.396&width=256&height=256&opt=
588013382745915456,elliptical,12:46:27.96,+52:02:22.0,191.6165000000,52.0394444444,30,0.957,0.043,images\elliptical\588013382745915456.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=191.6165000000&dec=52.0394444444&scale=0.396&width=256&height=256&opt=
587739719222689848,elliptical,13:55:31.04,+26:40:35.4,208.8793333333,26.6765000000,60,0.732,0.19,images\elliptical\587739719222689848.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=208.8793333333&dec=26.6765000000&scale=0.396&width=256&height=256&opt=
587724240156229791,uncertain,03:18:00.30,-08:01:31.2,49.5012500000,-8.0253333333,35,0.043,0.625,images\uncertain\587724240156229791.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=49.5012500000&dec=-8.0253333333&scale=0.396&width=256&height=256&opt=
587730773336326776,uncertain,21:35:15.12,+10:45:27.7,323.8130000000,10.7576944444,32,0.744,0.147,images\uncertain\587730773336326776.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=323.8130000000&dec=10.7576944444&scale=0.396&width=256&height=256&opt=
587729387147821169,spiral,10:47:41.74,+57:54:16.3,161.9239166667,57.9045277778,71,0.062,0.919,images\spiral\587729387147821169.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=161.9239166667&dec=57.9045277778&scale=0.396&width=256&height=256&opt=
587735661015400641,spiral,10:34:46.86,+38:31:24.3,158.6952500000,38.5234166667,70,0.0,1.0,images\spiral\587735661015400641.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=158.6952500000&dec=38.5234166667&scale=0.396&width=256&height=256&opt=
587742062674444292,elliptical,10:49:27.24,+21:46:49.2,162.3635000000,21.7803333333,27,0.852,0.074,images\elliptical\587742062674444292.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=162.3635000000&dec=21.7803333333&scale=0.396&width=256&height=256&opt=
587731187271532698,uncertain,23:03:46.89,+00:46:50.1,345.9453750000,0.7805833333,20,0.5,0.0,images\uncertain\587731187271532698.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=345.9453750000&dec=0.7805833333&scale=0.396&width=256&height=256&opt=
587729409683423422,uncertain,15:56:33.49,+52:53:49.5,239.1395416667,52.8970833333,27,0.201,0.567,images\uncertain\587729409683423422.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=239.1395416667&dec=52.8970833333&scale=0.396&width=256&height=256&opt=
587732772670799995,elliptical,12:53:06.32,+10:54:49.9,193.2763333333,10.9138611111,24,1.0,0.0,images\elliptical\587732772670799995.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=193.2763333333&dec=10.9138611111&scale=0.396&width=256&height=256&opt=
587737825683570888,uncertain,09:31:52.88,+63:19:13.3,142.9703333333,63.3203611111,32,0.557,0.345,images\uncertain\587737825683570888.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=142.9703333333&dec=63.3203611111&scale=0.396&width=256&height=256&opt=
587729386064576643,uncertain,08:50:17.36,+45:31:00.0,132.5723333333,45.5166666667,39,0.74,0.076,images\uncertain\587729386064576643.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=132.5723333333&dec=45.5166666667&scale=0.396&width=256&height=256&opt=
587730846887903838,spiral,20:56:35.85,-00:19:44.7,314.1493750000,-0.3290833333,59,0.025,0.975,images\spiral\587730846887903838.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=314.1493750000&dec=-0.3290833333&scale=0.396&width=256&height=256&opt=
587735661544079644,uncertain,09:10:30.19,+31:21:10.7,137.6257916667,31.3529722222,29,0.693,0.225,images\uncertain\587735661544079644.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=137.6257916667&dec=31.3529722222&scale=0.396&width=256&height=256&opt=
587739165700784283,spiral,16:10:24.72,+21:45:35.2,242.6030000000,21.7597777778,32,0.153,0.72,images\spiral\587739165700784283.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=242.6030000000&dec=21.7597777778&scale=0.396&width=256&height=256&opt=
587739507151667361,elliptical,11:51:13.76,+33:27:45.3,177.8073333333,33.4625833333,66,0.818,0.167,images\elliptical\587739507151667361.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=177.8073333333&dec=33.4625833333&scale=0.396&width=256&height=256&opt=
587737810638799266,uncertain,07:29:41.60,+41:22:57.3,112.4233333333,41.3825833333,32,0.322,0.547,images\uncertain\587737810638799266.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=112.4233333333&dec=41.3825833333&scale=0.396&width=256&height=256&opt=
587726032234807476,spiral,09:54:22.00,+01:36:17.2,148.5916666667,1.6047777778,56,0.037,0.963,images\spiral\587726032234807476.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=148.5916666667&dec=1.6047777778&scale=0.396&width=256&height=256&opt=
587734949667274821,spiral,10:24:48.71,+11:32:47.8,156.2029583333,11.5466111111,28,0.492,0.47,images\spiral\587734949667274821.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=156.2029583333&dec=11.5466111111&scale=0.396&width=256&height=256&opt=
587741726576345162,elliptical,11:56:17.68,+25:10:54.4,179.0736666667,25.1817777778,27,0.889,0.037,images\elliptical\587741726576345162.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=179.0736666667&dec=25.1817777778&scale=0.396&width=256&height=256&opt=
587726031173779598,uncertain,11:50:43.32,+01:19:03.0,177.6805000000,1.3175000000,27,0.454,0.197,images\uncertain\587726031173779598.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=177.6805000000&dec=1.3175000000&scale=0.396&width=256&height=256&opt=
588017719573413974,elliptical,12:45:34.64,+41:05:58.5,191.3943333333,41.0995833333,28,0.906,0.094,images\elliptical\588017719573413974.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=191.3943333333&dec=41.0995833333&scale=0.396&width=256&height=256&opt=
587742610803917005,uncertain,14:48:48.66,+13:56:00.1,222.2027500000,13.9333611111,34,0.526,0.368,images\uncertain\587742610803917005.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=222.2027500000&dec=13.9333611111&scale=0.396&width=256&height=256&opt=
588007003624636585,elliptical,08:26:44.12,+46:57:14.8,126.6838333333,46.9541111111,33,0.848,0.152,images\elliptical\588007003624636585.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=126.6838333333&dec=46.9541111111&scale=0.396&width=256&height=256&opt=
587739132955394125,spiral,14:14:36.59,+34:41:16.9,213.6524583333,34.6880277778,30,0.02,0.877,images\spiral\587739132955394125.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=213.6524583333&dec=34.6880277778&scale=0.396&width=256&height=256&opt=
587742013271900327,uncertain,10:22:51.42,+19:24:41.5,155.7142500000,19.4115277778,18,0.397,0.305,images\uncertain\587742013271900327.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=155.7142500000&dec=19.4115277778&scale=0.396&width=256&height=256&opt=
588016841244344657,uncertain,08:10:39.02,+23:37:43.6,122.6625833333,23.6287777778,49,0.725,0.132,images\uncertain\588016841244344657.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=122.6625833333&dec=23.6287777778&scale=0.396&width=256&height=256&opt=
587742571610570926,elliptical,11:10:46.15,+18:27:33.0,167.6922916667,18.4591666667,56,0.857,0.054,images\elliptical\587742571610570926.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=167.6922916667&dec=18.4591666667&scale=0.396&width=256&height=256&opt=
587741601493024876,uncertain,11:57:05.94,+27:01:45.2,179.2747500000,27.0292222222,55,0.851,0.13,images\uncertain\587741601493024876.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=179.2747500000&dec=27.0292222222&scale=0.396&width=256&height=256&opt=
587725551216951506,spiral,13:59:50.96,+65:10:36.4,209.9623333333,65.1767777778,31,0.121,0.845,images\spiral\587725551216951506.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=209.9623333333&dec=65.1767777778&scale=0.396&width=256&height=256&opt=
587727178994679899,elliptical,01:17:27.29,-10:05:32.8,19.3637083333,-10.0924444444,61,0.929,0.055,images\elliptical\587727178994679899.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=19.3637083333&dec=-10.0924444444&scale=0.396&width=256&height=256&opt=
587725469057745014,elliptical,08:33:34.42,+48:33:31.2,128.3934166667,48.5586666667,33,0.879,0.0,images\elliptical\587725469057745014.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=128.3934166667&dec=48.5586666667&scale=0.396&width=256&height=256&opt=
588018091618795816,spiral,16:12:51.15,+30:58:32.0,243.2131250000,30.9755555556,56,0.115,0.784,images\spiral\588018091618795816.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=243.2131250000&dec=30.9755555556&scale=0.396&width=256&height=256&opt=
587736919431512148,spiral,15:54:38.35,+30:07:27.9,238.6597916667,30.1244166667,25,0.0080,0.91,images\spiral\587736919431512148.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=238.6597916667&dec=30.1244166667&scale=0.396&width=256&height=256&opt=
587725552816685250,elliptical,09:57:48.49,+64:11:49.1,149.4520416667,64.1969722222,30,0.936,0.064,images\elliptical\587725552816685250.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=149.4520416667&dec=64.1969722222&scale=0.396&width=256&height=256&opt=
587724649799483497,spiral,12:50:53.13,-02:12:37.1,192.7213750000,-2.2103055556,50,0.098,0.826,images\spiral\587724649799483497.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=192.7213750000&dec=-2.2103055556&scale=0.396&width=256&height=256&opt=
587726015070929090,elliptical,12:18:17.64,+02:21:20.6,184.5735000000,2.3557222222,28,0.92,0.044,images\elliptical\587726015070929090.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=184.5735000000&dec=2.3557222222&scale=0.396&width=256&height=256&opt=
588848898844655847,uncertain,12:52:29.91,-00:59:51.6,193.1246250000,-0.9976666667,54,0.181,0.525,images\uncertain\588848898844655847.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=193.1246250000&dec=-0.9976666667&scale=0.396&width=256&height=256&opt=
587741533309501645,uncertain,09:16:08.63,+22:14:24.0,139.0359583333,22.2400000000,59,0.639,0.295,images\uncertain\587741533309501645.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=139.0359583333&dec=22.2400000000&scale=0.396&width=256&height=256&opt=
588023721248489702,uncertain,15:13:14.71,+18:44:50.3,228.3112916667,18.7473055556,30,0.431,0.523,images\uncertain\588023721248489702.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=228.3112916667&dec=18.7473055556&scale=0.396&width=256&height=256&opt=
587731870700535987,spiral,10:09:58.20,+51:28:44.2,152.4925000000,51.4789444444,33,0.035,0.965,images\spiral\587731870700535987.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=152.4925000000&dec=51.4789444444&scale=0.396&width=256&height=256&opt=
587739706342768908,uncertain,15:24:43.71,+20:49:23.5,231.1821250000,20.8231944444,57,0.837,0.163,images\uncertain\587739706342768908.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=231.1821250000&dec=20.8231944444&scale=0.396&width=256&height=256&opt=
587733428159840361,uncertain,14:38:31.30,+54:28:52.1,219.6304166667,54.4811388889,26,0.785,0.089,images\uncertain\587733428159840361.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=219.6304166667&dec=54.4811388889&scale=0.396&width=256&height=256&opt=
587729408080806142,uncertain,16:54:00.69,+37:30:47.1,253.5028750000,37.5130833333,28,0.786,0.036,images\uncertain\587729408080806142.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=253.5028750000&dec=37.5130833333&scale=0.396&width=256&height=256&opt=
587732771048390719,spiral,11:03:51.37,+09:07:59.0,165.9640416667,9.1330555556,62,0.177,0.823,images\spiral\587732771048390719.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=165.9640416667&dec=9.1330555556&scale=0.396&width=256&height=256&opt=
587738409255305254,uncertain,10:35:09.29,+12:40:04.1,158.7887083333,12.6678055556,57,0.593,0.056,images\uncertain\587738409255305254.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=158.7887083333&dec=12.6678055556&scale=0.396&width=256&height=256&opt=
588015508731920548,spiral,23:54:54.66,-00:15:51.7,358.7277500000,-0.2643611111,67,0.098,0.803,images\spiral\588015508731920548.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=358.7277500000&dec=-0.2643611111&scale=0.396&width=256&height=256&opt=
587736542565368253,spiral,15:54:41.40,+06:02:41.5,238.6725000000,6.0448611111,36,0.071,0.901,images\spiral\587736542565368253.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=238.6725000000&dec=6.0448611111&scale=0.396&width=256&height=256&opt=
588023046942425129,spiral,09:27:04.37,+20:53:37.9,141.7682083333,20.8938611111,34,0.016,0.796,images\spiral\588023046942425129.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=141.7682083333&dec=20.8938611111&scale=0.396&width=256&height=256&opt=
588017977832505541,uncertain,14:47:06.50,+33:10:45.1,221.7770833333,33.1791944444,33,0.791,0.14,images\uncertain\588017977832505541.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=221.7770833333&dec=33.1791944444&scale=0.396&width=256&height=256&opt=
587726879420514458,spiral,22:24:57.48,-07:58:28.2,336.2395000000,-7.9745000000,56,0.132,0.787,images\spiral\587726879420514458.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=336.2395000000&dec=-7.9745000000&scale=0.396&width=256&height=256&opt=
587742189366411336,uncertain,12:00:23.91,+24:08:25.0,180.0996250000,24.1402777778,64,0.52,0.289,images\uncertain\587742189366411336.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=180.0996250000&dec=24.1402777778&scale=0.396&width=256&height=256&opt=
587739721368207549,uncertain,13:37:30.73,+29:02:05.4,204.3780416667,29.0348333333,23,0.582,0.223,images\uncertain\587739721368207549.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=204.3780416667&dec=29.0348333333&scale=0.396&width=256&height=256&opt=
587731891115982945,spiral,12:15:29.56,+57:42:38.0,183.8731666667,57.7105555556,30,0.041,0.797,images\spiral\587731891115982945.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=183.8731666667&dec=57.7105555556&scale=0.396&width=256&height=256&opt=
587729782275703364,spiral,17:20:07.49,+29:45:23.3,260.0312083333,29.7564722222,24,0.145,0.745,images\spiral\587729782275703364.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=260.0312083333&dec=29.7564722222&scale=0.396&width=256&height=256&opt=
587732701787127981,elliptical,09:54:57.02,+05:33:14.4,148.7375833333,5.5540000000,35,0.914,0.029,images\elliptical\587732701787127981.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=148.7375833333&dec=5.5540000000&scale=0.396&width=256&height=256&opt=
587727943495909426,spiral,09:49:11.44,+01:52:18.3,147.2976666667,1.8717500000,51,0.055,0.889,images\spiral\587727943495909426.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=147.2976666667&dec=1.8717500000&scale=0.396&width=256&height=256&opt=
587722984431943757,elliptical,13:08:50.07,+01:00:08.0,197.2086250000,1.0022222222,51,0.817,0.105,images\elliptical\587722984431943757.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=197.2086250000&dec=1.0022222222&scale=0.396&width=256&height=256&opt=
